ProximityRank,Distance,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,Hospital_Latitude,Hospital_Longitude,Zip Code,City_Latitude,City_Longitude,city,state_id
1,15.735554022,161314,GUTHRIE COUNTY HOSPITAL,710 NORTH 12TH STREET,GUTHRIE CENTER,IA,50115,41.6837137,-94.493477040,50058,41.85773,-94.69044,Coon Rapids,IA
1,9.965400874,161305,POCAHONTAS COMMUNITY HOSPITAL,606 N W 7TH STREET,POCAHONTAS,IA,50574,42.741005,-94.677822,50581,42.84735,-94.54506,Rolfe,IA
1,11.860250151,161329,JACKSON COUNTY REGIONAL HEALTH CENTER,700 W GROVE ST,MAQUOKETA,IA,52060,42.0723889,-90.6733228,52075,42.16577,-90.47916,Springbrook,IA
1,12.719690778,160030,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010,42.03261625,-93.612288270,50244,41.85083,-93.65126,Slater,IA
1,12.237712576,161340,DECATUR COUNTY HOSPITAL,1405 NW CHURCH STREET,LEON,IA,50144,40.7504601,-93.74538,50108,40.82479,-93.9577,Grand River,IA
1,6.780565701,160016,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,42.4923488,-94.1939909,50569,42.4032,-94.13841,Otho,IA
1,10.096605654,161348,CLARKE COUNTY HOSPITAL,800 S FILLMORE ST,OSCEOLA,IA,50213,41.02607865,-93.768529632,50174,41.03723,-93.96167,Murray,IA
1,12.298565565,161376,CASS COUNTY MEMORIAL HOSPITAL,1501 EAST TENTH STREET,ATLANTIC,IA,50022,41.4010322,-94.9916804,50843,41.24057,-94.88913,Cumberland,IA
1,1.718727342,161352,CLARINDA REGIONAL HEALTH CENTER,220 ESSIE DAVISON DRIVE,CLARINDA,IA,51632,40.723535,-95.042171,51632,40.7478,-95.04939,Clarinda,IA
1,11.777701251,161330,AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC AVENUE,AUDUBON,IA,50025,41.7154826,-94.937688753,51531,41.58751,-95.08837,Elk Horn,IA
1,10.544169925,160153,MERCYONE SIOUXLAND MEDICAL CENTER,801 5TH ST,SIOUX CITY,IA,51101,42.49715485,-96.400614708,51030,42.49791,-96.19365,Lawton,IA
1,11.100256261,161372,BOONE COUNTY HOSPITAL,1015 UNION STREET,BOONE,IA,50036,42.0560628,-93.877247960,50223,42.17117,-94.02831,Pilot Mound,IA
1,6.956103408,161363,MONTGOMERY COUNTY MEMORIAL HOSPITAL,2301 EASTERN AVENUE,RED OAK,IA,51566,41.024278134,-95.213975067,51573,40.97949,-95.09451,Stanton,IA
1,9.295294382,161330,AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC AVENUE,AUDUBON,IA,50025,41.7154826,-94.937688753,50076,41.595,-94.8576,Exira,IA
1,9.208788860,160045,ST LUKES HOSPITAL,1026 A AVE NE,CEDAR RAPIDS,IA,52402,41.9862334,-91.660337216,52324,42.06421,-91.80583,Palo,IA
1,13.647369029,161359,BURGESS HEALTH CENTER,1600 DIAMOND STREET,ONAWA,IA,51040,42.0260445,-96.1058711,51545,41.83897,-96.02072,Little Sioux,IA
1,10.962559637,161334,HUMBOLDT COUNTY MEMORIAL HOSPITAL,1000 NORTH 15TH STREET,HUMBOLDT,IA,50548,42.732774,-94.232441459,50541,42.71569,-94.44715,Gilmore City,IA
1,10.863468999,160089,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,OTTUMWA,IA,52501,41.0301274,-92.3894496,52554,40.92562,-92.23387,Eldon,IA
1,8.338323743,161343,REGIONAL MEDICAL CENTER,709 W MAIN STREET,MANCHESTER,IA,52057,42.48502475,-91.466884510,52038,42.58586,-91.55685,Dundee,IA
1,9.196254040,161303,GRUNDY COUNTY MEMORIAL HOSPITAL,201 EAST J AVENUE,GRUNDY CENTER,IA,50638,42.358821,-92.761943,50609,42.23066,-92.81046,Beaman,IA
1,8.869005093,161306,JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205,42.1010605,-91.261917061,52212,42.10954,-91.08929,Center Junction,IA
1,1.412752627,161302,IOWA SPECIALTY HOSPITAL - CLARION,1316 SOUTH MAIN STREET,CLARION,IA,50525,42.7215677,-93.733984169,50525,42.73875,-93.74907,Clarion,IA
1,8.891252534,161334,HUMBOLDT COUNTY MEMORIAL HOSPITAL,1000 NORTH 15TH STREET,HUMBOLDT,IA,50548,42.732774,-94.232441459,50516,42.62566,-94.13545,Badger,IA
1,12.420839620,161325,GREENE COUNTY MEDICAL CENTER,1000 WEST LINCOLN WAY,JEFFERSON,IA,50129,42.016055,-94.3741093,50050,42.16459,-94.51054,Churdan,IA
1,9.186214627,160112,SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST,SPENCER,IA,51301,43.1492865,-95.143458459,51343,43.01804,-95.11445,Greenville,IA
1,15.459872917,161341,LUCAS COUNTY HEALTH CENTER,1200 NORTH 7TH STREET,CHARITON,IA,50049,41.0278499,-93.301819930,50145,41.20387,-93.48515,Liberty Center,IA
1,8.068732243,161325,GREENE COUNTY MEDICAL CENTER,1000 WEST LINCOLN WAY,JEFFERSON,IA,50129,42.016055,-94.3741093,50107,42.03547,-94.2191,Grand Junction,IA
1,10.000444953,161308,FRANKLIN GENERAL HOSPITAL,1720 CENTRAL AVENUE EAST,HAMPTON,IA,50441,42.740772335,-93.185555591,50452,42.77969,-93.37542,Latimer,IA
1,10.182705885,161302,IOWA SPECIALTY HOSPITAL - CLARION,1316 SOUTH MAIN STREET,CLARION,IA,50525,42.7215677,-93.733984169,50533,42.65251,-93.91109,Eagle Grove,IA
1,12.577340616,161317,COMPASS MEMORIAL HEALTHCARE,300 W MAY ST,MARENGO,IA,52301,41.8024715,-92.073073182,52347,41.71345,-92.28591,Victor,IA
1,8.497984693,161382,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,51401,42.0560502,-94.865947814,51430,42.0869,-95.02633,Arcadia,IA
1,11.859387798,161350,STEWART MEMORIAL COMMUNITY HOSPITAL,1301 WEST MAIN STREET,LAKE CITY,IA,51449,42.2657934,-94.749440366,50561,42.42122,-94.84794,Lytton,IA
1,10.494419238,161339,WAVERLY HEALTH CENTER,312  9TH STREET SW,WAVERLY,IA,50677,42.72302955,-92.482181312,50619,42.79725,-92.66266,Clarksville,IA
1,1.900927790,161316,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,112 JEFFERSON STREET,WEST UNION,IA,52175,42.96831935,-91.809446690,52175,42.99372,-91.82389,West Union,IA
1,1.406352342,161317,COMPASS MEMORIAL HEALTHCARE,300 W MAY ST,MARENGO,IA,52301,41.8024715,-92.073073182,52301,41.78658,-92.09013,Marengo,IA
1,12.694966956,160013,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,41.433859551,-91.052421843,52759,41.46043,-90.80989,Montpelier,IA
1,9.359526423,161308,FRANKLIN GENERAL HOSPITAL,1720 CENTRAL AVENUE EAST,HAMPTON,IA,50441,42.740772335,-93.185555591,50431,42.73648,-93.36989,Coulter,IA
1,9.291437113,161316,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,112 JEFFERSON STREET,WEST UNION,IA,52175,42.96831935,-91.809446690,52141,42.93924,-91.63007,Elgin,IA
1,15.014468210,161308,FRANKLIN GENERAL HOSPITAL,1720 CENTRAL AVENUE EAST,HAMPTON,IA,50441,42.740772335,-93.185555591,50649,42.66249,-92.90973,Kesley,IA
1,0.734474914,161341,LUCAS COUNTY HEALTH CENTER,1200 NORTH 7TH STREET,CHARITON,IA,50049,41.0278499,-93.301819930,50049,41.03741,-93.29566,Chariton,IA
1,9.430797869,160110,ALLEN HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,50703,42.5265244,-92.3407932,50626,42.58028,-92.17049,Dunkerton,IA
1,15.673900856,160057,SOUTHEAST IOWA REGIONAL MEDICAL CENTER,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA,52655,40.8080834,-91.1760322,52656,40.73844,-91.4611,West Point,IA
1,11.177990021,160016,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,42.4923488,-94.1939909,50524,42.59992,-94.35799,Clare,IA
1,14.554191117,161350,STEWART MEMORIAL COMMUNITY HOSPITAL,1301 WEST MAIN STREET,LAKE CITY,IA,51449,42.2657934,-94.749440366,51450,42.31205,-95.02722,Lake View,IA
1,12.894578055,161362,CHEROKEE REGIONAL MEDICAL CENTER,300 SIOUX VALLEY DRIVE,CHEROKEE,IA,51012,42.7595764,-95.547984875,51035,42.78086,-95.80054,Marcus,IA
1,0.604944605,161345,OSCEOLA COMMUNITY HOSPITAL,600 9TH AVENUE NORTH,SIBLEY,IA,51249,43.4100584,-95.744051244,51249,43.41068,-95.73203,Sibley,IA
1,10.540453979,161368,FLOYD VALLEY HEALTHCARE,714 LINCOLN ST NE,LE MARS,IA,51031,42.79605755,-96.155606896,51050,42.79545,-95.94772,Remsen,IA
1,13.097463284,160069,MERCYONE DUBUQUE MEDICAL CENTER,250 MERCY DRIVE,DUBUQUE,IA,52001,42.49209605,-90.674667676,52054,42.30569,-90.62811,La Motte,IA
1,20.696051594,161329,JACKSON COUNTY REGIONAL HEALTH CENTER,700 W GROVE ST,MAQUOKETA,IA,52060,42.0723889,-90.6733228,52255,41.86294,-90.96129,Lowden,IA
1,9.367083373,161378,MERCYONE DYERSVILLE MEDICAL CENTER,1111 3RD STREET SW,DYERSVILLE,IA,52040,42.4755156,-91.131206102,52056,42.60401,-91.07257,Luxemburg,IA
1,8.977863778,161309,CHI HEALTH MISSOURI VALLEY,631 N 8TH ST,MISSOURI VALLEY,IA,51555,41.5624005,-95.885809311,51550,41.69203,-95.87399,Magnolia,IA
1,17.895483918,160153,MERCYONE SIOUXLAND MEDICAL CENTER,801 5TH ST,SIOUX CITY,IA,51101,42.49715485,-96.400614708,51039,42.45655,-96.05381,Moville,IA
1,7.204395770,160104,TRINITY - BETTENDORF,4500 UTICA RIDGE ROAD,BETTENDORF,IA,52722,41.564756,-90.517447,52748,41.66471,-90.55713,Eldridge,IA
1,11.654658041,160013,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,41.433859551,-91.052421843,52754,41.34254,-91.24144,Letts,IA
1,8.842316990,161305,POCAHONTAS COMMUNITY HOSPITAL,606 N W 7TH STREET,POCAHONTAS,IA,50574,42.741005,-94.677822,50571,42.63485,-94.5806,Palmer,IA
1,8.224994150,161327,DAVIS COUNTY HOSPITAL,509 NORTH MADISON STREET,BLOOMFIELD,IA,52537,40.7588468,-92.416054533,52552,40.83552,-92.53633,Drakesville,IA
1,15.079419510,161359,BURGESS HEALTH CENTER,1600 DIAMOND STREET,ONAWA,IA,51040,42.0260445,-96.1058711,51055,42.21162,-96.26069,Sloan,IA
1,8.848112400,161361,VAN DIEST MEDICAL CENTER,2350 HOSPITAL DRIVE,WEBSTER CITY,IA,50595,42.45285045,-93.812247758,50599,42.58089,-93.81471,Woolstock,IA
1,8.245191349,161316,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,112 JEFFERSON STREET,WEST UNION,IA,52175,42.96831935,-91.809446690,52135,43.01945,-91.66204,Clermont,IA
1,10.673986480,161374,MYRTUE MEDICAL CENTER,1213 GARFIELD AVENUE,HARLAN,IA,51537,41.6466653,-95.327502709,51530,41.78247,-95.42613,Earling,IA
1,11.539816758,161354,HORN MEMORIAL HOSPITAL,701 E 2ND ST,IDA GROVE,IA,51445,42.33844735,-95.459967292,51458,42.32141,-95.23524,Odebolt,IA
1,0.867913827,161367,PELLA REGIONAL HEALTH CENTER,404 JEFFERSON STREET,PELLA,IA,50219,41.41314875,-92.912605981,50219,41.42243,-92.90132,Pella,IA
1,5.756136706,161368,FLOYD VALLEY HEALTHCARE,714 LINCOLN ST NE,LE MARS,IA,51031,42.79605755,-96.155606896,51008,42.81127,-96.26724,Brunsville,IA
1,2.957527612,161330,AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC AVENUE,AUDUBON,IA,50025,41.7154826,-94.937688753,50025,41.75628,-94.92034,Audubon,IA
1,10.434749982,161324,GEORGE C GRAPE COMMUNITY HOSPITAL,2959 US HIGHWAY 275,HAMBURG,IA,51640,40.6202614,-95.6505273,51652,40.77032,-95.62815,Sidney,IA
1,6.867431883,161310,ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT,GREENFIELD,IA,50849,41.30368335,-94.451671061,50858,41.20961,-94.40902,Orient,IA
1,13.357675567,161326,MADISON COUNTY HEALTH CARE SYSTEM,300 WEST HUTCHINGS STREET,WINTERSET,IA,50273,41.3279642,-94.017079250,50069,41.52104,-94.02993,De Soto,IA
1,13.417687971,161380,HANSEN FAMILY HOSPITAL,920 SOUTH OAK STREET,IOWA FALLS,IA,50126,42.5006964,-93.260609125,50627,42.34982,-93.095,Eldora,IA
1,9.784205338,161312,GUTTENBERG MUNICIPAL HOSPITAL,200 MAIN STREET,GUTTENBERG,IA,52052,42.7858269,-91.099539505,52035,42.65996,-91.18784,Colesburg,IA
1,8.847593260,161306,JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205,42.1010605,-91.261917061,52310,42.21983,-91.19737,Monticello,IA
1,13.771545222,161317,COMPASS MEMORIAL HEALTHCARE,300 W MAY ST,MARENGO,IA,52301,41.8024715,-92.073073182,52232,41.80128,-92.34043,Hartwick,IA
1,11.401957468,161327,DAVIS COUNTY HOSPITAL,509 NORTH MADISON STREET,BLOOMFIELD,IA,52537,40.7588468,-92.416054533,52584,40.65273,-92.24936,Pulaski,IA
1,13.314948371,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,41.6598348,-91.547756874,52247,41.51503,-91.71774,Kalona,IA
1,9.680993988,160040,"SARTORI MEMORIAL HOSPITAL, INC",515 COLLEGE STREET,CEDAR FALLS,IA,50613,42.53351955,-92.458564231,50660,42.58099,-92.63752,New Hartford,IA
1,9.023818422,161379,MAHASKA  HEALTH PARTNERSHIP,1229 C AVENUE EAST,OSKALOOSA,IA,52577,41.3005019,-92.629684157,52543,41.20065,-92.51773,Cedar,IA
1,0.220241242,160016,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,42.4923488,-94.1939909,50501,42.49244,-94.18967,Fort Dodge,IA
1,13.582144125,161319,MERCYONE ELKADER MEDICAL CENTER,901 DAVIDSON STREET NW,ELKADER,IA,52043,42.8599754,-91.4157468,52156,43.05316,-91.46534,Luana,IA
1,15.437683422,160033,GENESIS MEDICAL CENTER-DAVENPORT,1227 EAST RUSHOLME STREET,DAVENPORT,IA,52803,41.54261735,-90.556167286,52769,41.60836,-90.8416,Stockton,IA
1,7.456739376,161314,GUTHRIE COUNTY HOSPITAL,710 NORTH 12TH STREET,GUTHRIE CENTER,IA,50115,41.6837137,-94.493477040,50216,41.69798,-94.35023,Panora,IA
1,16.017391795,161353,KOSSUTH REGIONAL HEALTH CENTER,1515 SOUTH PHILLIPS STREET,ALGONA,IA,50511,43.0564649,-94.225582259,50480,43.25097,-94.05272,Titonka,IA
1,15.503640939,161328,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST,CRESCO,IA,52136,43.3813075,-92.117931091,52134,43.47156,-92.40078,Chester,IA
1,14.115488254,161364,JEFFERSON COUNTY HEALTH CENTER,2000 S MAIN,FAIRFIELD,IA,52556,40.985627,-91.963352,52585,41.18902,-91.98863,Richland,IA
1,7.583697880,161373,RINGGOLD COUNTY HOSPITAL,504 NORTH CLEVELAND STREET,MOUNT AYR,IA,50854,40.718362,-94.22339,50835,40.70769,-94.3675,Benton,IA
1,10.983599174,160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,701 10TH STREET SE,CEDAR RAPIDS,IA,52403,41.978987737,-91.655018141,52314,41.93439,-91.44985,Mount Vernon,IA
1,11.721603149,161358,WAYNE COUNTY HOSPITAL,417 SOUTH EAST STREET,CORYDON,IA,50060,40.754632327,-93.312222653,50123,40.83938,-93.50634,Humeston,IA
1,13.188065014,161304,CHI HEALTH - MERCY CORNING,603 ROSARY DRIVE,CORNING,IA,50841,40.98913575,-94.74874785,50862,40.81304,-94.65136,Sharpsburg,IA
1,8.290077512,160089,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,OTTUMWA,IA,52501,41.0301274,-92.3894496,52548,41.0855,-92.5306,Chillicothe,IA
1,8.076189522,161319,MERCYONE ELKADER MEDICAL CENTER,901 DAVIDSON STREET NW,ELKADER,IA,52043,42.8599754,-91.4157468,52047,42.96401,-91.34301,Farmersburg,IA
1,9.159868994,161306,JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205,42.1010605,-91.261917061,52320,41.99997,-91.14643,Olin,IA
1,6.477226537,161343,REGIONAL MEDICAL CENTER,709 W MAIN STREET,MANCHESTER,IA,52057,42.48502475,-91.466884510,52036,42.47285,-91.34086,Delaware,IA
1,11.512383727,161303,GRUNDY COUNTY MEMORIAL HOSPITAL,201 EAST J AVENUE,GRUNDY CENTER,IA,50638,42.358821,-92.761943,50635,42.19886,-92.69896,Gladbrook,IA
1,9.695226466,160016,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,42.4923488,-94.1939909,50518,42.51212,-94.38241,Barnum,IA
1,7.469000440,160028,CHI HEALTH MERCY COUNCIL BLUFFS,800 MERCY DRIVE,COUNCIL BLUFFS,IA,51503,41.267536,-95.840503,51526,41.37186,-95.87818,Crescent,IA
1,10.329261558,161377,MERCYONE CENTERVILLE MEDICAL CENTER,ONE ST JOSEPH'S DRIVE,CENTERVILLE,IA,52544,40.7344306,-92.8742102,52572,40.67795,-92.69163,Moulton,IA
1,12.163006258,161348,CLARKE COUNTY HOSPITAL,800 S FILLMORE ST,OSCEOLA,IA,50213,41.02607865,-93.768529632,50257,41.19092,-93.85048,Truro,IA
1,9.296724134,161323,MITCHELL COUNTY REGIONAL HEALTH,616 NORTH EIGHTH STREET,OSAGE,IA,50461,43.28941835,-92.808528372,50471,43.16486,-92.87834,Rudd,IA
1,14.122116847,161382,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,51401,42.0560502,-94.865947814,51455,41.90829,-95.0559,Manning,IA
1,14.608513015,161373,RINGGOLD COUNTY HOSPITAL,504 NORTH CLEVELAND STREET,MOUNT AYR,IA,50854,40.718362,-94.22339,50840,40.79378,-94.48413,Clearfield,IA
1,7.153029111,160030,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010,42.03261625,-93.612288270,50134,41.93992,-93.67429,Kelley,IA
1,1.615940357,161327,DAVIS COUNTY HOSPITAL,509 NORTH MADISON STREET,BLOOMFIELD,IA,52537,40.7588468,-92.416054533,52537,40.7355,-92.41426,Bloomfield,IA
1,15.407912148,161329,JACKSON COUNTY REGIONAL HEALTH CENTER,700 W GROVE ST,MAQUOKETA,IA,52060,42.0723889,-90.6733228,52031,42.24874,-90.48922,Bellevue,IA
1,11.861071247,161341,LUCAS COUNTY HEALTH CENTER,1200 NORTH 7TH STREET,CHARITON,IA,50049,41.0278499,-93.301819930,50139,41.19237,-93.36683,Lacona,IA
1,0.361456814,161349,VIRGINIA GAY HOSPITAL,502 NORTH 9TH AVENUE,VINTON,IA,52349,42.1737105,-92.012513736,52349,42.17246,-92.00566,Vinton,IA
1,5.966291900,161366,SHENANDOAH MEDICAL CENTER,300 PERSHING AVENUE,SHENANDOAH,IA,51601,40.75260265,-95.368879819,51639,40.71859,-95.47362,Farragut,IA
1,15.266443877,160080,MERCYONE CLINTON MEDICAL CENTER,1410 NORTH 4TH STREET,CLINTON,IA,52732,41.86153195,-90.189295516,52070,42.08146,-90.21771,Sabula,IA
1,13.628926804,161340,DECATUR COUNTY HOSPITAL,1405 NW CHURCH STREET,LEON,IA,50144,40.7504601,-93.74538,50147,40.62381,-93.54597,Lineville,IA
1,12.614598850,161376,CASS COUNTY MEMORIAL HOSPITAL,1501 EAST TENTH STREET,ATLANTIC,IA,50022,41.4010322,-94.9916804,50020,41.43364,-94.75215,Anita,IA
1,1.874535063,161366,SHENANDOAH MEDICAL CENTER,300 PERSHING AVENUE,SHENANDOAH,IA,51601,40.75260265,-95.368879819,51601,40.72938,-95.35037,Shenandoah,IA
1,18.272463863,161366,SHENANDOAH MEDICAL CENTER,300 PERSHING AVENUE,SHENANDOAH,IA,51601,40.75260265,-95.368879819,51653,40.88444,-95.67179,Tabor,IA
1,11.124229108,161303,GRUNDY COUNTY MEMORIAL HOSPITAL,201 EAST J AVENUE,GRUNDY CENTER,IA,50638,42.358821,-92.761943,50621,42.24738,-92.91904,Conrad,IA
1,8.819939786,161357,PALO ALTO COUNTY HOSPITAL,3201 1ST STREET,EMMETSBURG,IA,50536,43.12054485,-94.691751805,51342,43.24359,-94.73832,Graettinger,IA
1,12.939985141,160101,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA,50314,41.6161753,-93.6412114,50226,41.79716,-93.70566,Polk City,IA
1,8.528618686,161352,CLARINDA REGIONAL HEALTH CENTER,220 ESSIE DAVISON DRIVE,CLARINDA,IA,51632,40.723535,-95.042171,51631,40.60267,-95.00918,Braddyville,IA
1,14.719618354,160112,SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST,SPENCER,IA,51301,43.1492865,-95.143458459,51366,42.96008,-95.0095,Webb,IA
1,5.906830149,161351,AVERA HOLY FAMILY HOSPITAL,826 NORTH 8TH STREET,ESTHERVILLE,IA,51334,43.41020555,-94.833587049,51363,43.43363,-94.94678,Superior,IA
1,10.146759546,161308,FRANKLIN GENERAL HOSPITAL,1720 CENTRAL AVENUE EAST,HAMPTON,IA,50441,42.740772335,-93.185555591,50605,42.83559,-93.03276,Aredale,IA
1,12.679354698,161361,VAN DIEST MEDICAL CENTER,2350 HOSPITAL DRIVE,WEBSTER CITY,IA,50595,42.45285045,-93.812247758,50130,42.30074,-93.67331,Jewell,IA
1,11.280064047,161315,KEOKUK COUNTY HEALTH CENTER,23019 HIGHWAY 149,SIGOURNEY,IA,52591,41.3226677,-92.2063852,50255,41.45593,-92.33207,Thornburg,IA
1,14.296479421,160069,MERCYONE DUBUQUE MEDICAL CENTER,250 MERCY DRIVE,DUBUQUE,IA,52001,42.49209605,-90.674667676,52079,42.28781,-90.71908,Zwingle,IA
1,7.295065182,161313,GENESIS MEDICAL CENTER-DEWITT,1118 11TH STREET,DEWITT,IA,52742,41.826030252,-90.546591214,52751,41.8519,-90.68398,Grand Mound,IA
1,6.846176824,161362,CHEROKEE REGIONAL MEDICAL CENTER,300 SIOUX VALLEY DRIVE,CHEROKEE,IA,51012,42.7595764,-95.547984875,51005,42.72044,-95.42405,Aurelia,IA
1,11.790832381,161365,GREATER REGIONAL MEDICAL CENTER,1700 WEST TOWNLINE STREET,CRESTON,IA,50801,41.0698616,-94.383548006,50831,40.94938,-94.22341,Arispe,IA
1,12.073044285,161354,HORN MEMORIAL HOSPITAL,701 E 2ND ST,IDA GROVE,IA,51445,42.33844735,-95.459967292,51025,42.4973,-95.55853,Holstein,IA
1,3.705462583,160057,SOUTHEAST IOWA REGIONAL MEDICAL CENTER,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA,52655,40.8080834,-91.1760322,52638,40.79864,-91.24577,Middletown,IA
1,12.555147520,160147,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,GRINNELL,IA,50112,41.74253135,-92.734403866,50242,41.56332,-92.69428,Searsboro,IA
1,9.649522781,160082,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,1200 PLEASANT STREET,DES MOINES,IA,50309,41.589827,-93.634773250,50211,41.45614,-93.6887,Norwalk,IA
1,9.758623246,161316,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,112 JEFFERSON STREET,WEST UNION,IA,52175,42.96831935,-91.809446690,52142,42.82752,-91.79441,Fayette,IA
1,11.697473498,161357,PALO ALTO COUNTY HOSPITAL,3201 1ST STREET,EMMETSBURG,IA,50536,43.12054485,-94.691751805,50515,43.01993,-94.87812,Ayrshire,IA
1,11.248649471,161342,MONROE COUNTY HOSPITAL,6580 165TH STREET,ALBIA,IA,52531,41.043648,-92.797105,52536,40.95291,-92.61802,Blakesburg,IA
1,12.059368267,160067,MERCYONE WATERLOO MEDICAL CENTER,3421 WEST NINTH STREET,WATERLOO,IA,50702,42.4601458,-92.3455769,50651,42.32271,-92.19993,La Porte City,IA
1,15.197141790,161362,CHEROKEE REGIONAL MEDICAL CENTER,300 SIOUX VALLEY DRIVE,CHEROKEE,IA,51012,42.7595764,-95.547984875,51061,42.57983,-95.72036,Washta,IA
1,3.053625093,161360,ORANGE CITY AREA HEALTH SYSTEM,1000 LINCOLN CIRCLE SE,ORANGE CITY,IA,51041,42.99443815,-96.044973024,51003,42.98355,-95.98642,Alton,IA
1,8.379069738,161382,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,51401,42.0560502,-94.865947814,51443,42.07748,-94.70517,Glidden,IA
1,12.163812761,161319,MERCYONE ELKADER MEDICAL CENTER,901 DAVIDSON STREET NW,ELKADER,IA,52043,42.8599754,-91.4157468,52076,42.69805,-91.50984,Strawberry Point,IA
1,12.539595610,160013,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,41.433859551,-91.052421843,52778,41.61115,-91.00066,Wilton,IA
1,19.610598828,160153,MERCYONE SIOUXLAND MEDICAL CENTER,801 5TH ST,SIOUX CITY,IA,51101,42.49715485,-96.400614708,51015,42.33936,-96.08107,Climbing Hill,IA
1,12.077703333,161349,VIRGINIA GAY HOSPITAL,502 NORTH 9TH AVENUE,VINTON,IA,52349,42.1737105,-92.012513736,52315,42.00181,-91.96985,Newhall,IA
1,10.197186525,161314,GUTHRIE COUNTY HOSPITAL,710 NORTH 12TH STREET,GUTHRIE CENTER,IA,50115,41.6837137,-94.493477040,50029,41.82497,-94.55075,Bayard,IA
1,14.489389460,161331,MERCY MEDICAL CENTER-NEW HAMPTON,308 NORTH MAPLE AVENUE,NEW HAMPTON,IA,50659,43.06310855,-92.321655326,50628,43.26655,-92.39134,Elma,IA
1,5.449983592,161338,MERCYONE OELWEIN MEDICAL CENTER,201 EIGHTH AVENUE SE,OELWEIN,IA,50662,42.6752704,-91.902064604,50641,42.59746,-91.91961,Hazleton,IA
1,16.449333970,161380,HANSEN FAMILY HOSPITAL,920 SOUTH OAK STREET,IOWA FALLS,IA,50126,42.5006964,-93.260609125,50230,42.30655,-93.44718,Radcliffe,IA
1,10.450861293,161341,LUCAS COUNTY HEALTH CENTER,1200 NORTH 7TH STREET,CHARITON,IA,50049,41.0278499,-93.301819930,50068,40.94229,-93.46704,Derby,IA
1,15.202578706,161361,VAN DIEST MEDICAL CENTER,2350 HOSPITAL DRIVE,WEBSTER CITY,IA,50595,42.45285045,-93.812247758,50075,42.33516,-93.56054,Ellsworth,IA
1,12.418471685,160032,MERCYONE NEWTON MEDICAL CENTER,204 N 4TH AVE E,NEWTON,IA,50208,41.702482,-93.052114939,50170,41.52911,-93.11546,Monroe,IA
1,22.270401167,161307,HANCOCK COUNTY HEALTH SYSTEM,532 1ST ST NW,BRITT,IA,50423,43.0982054,-93.808188484,50424,43.40366,-93.94939,Buffalo Center,IA
