ProximityRank,Distance,Facility Name,Address,City/Town,State,Zipcode,Latitude,Longitude,Zipcode-1,Latitude-1,Longitude-1,City,State-1
1,13.016360438,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010,42.03316,-93.58761,50244,41.85083,-93.65126,Slater,IA
1,13.204880693,DECATUR COUNTY HOSPITAL,1405 NW CHURCH STREET,LEON,IA,50144,40.73327,-93.73615,50108,40.82479,-93.9577,Grand River,IA
1,6.697284530,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,42.49244,-94.18967,50569,42.4032,-94.13841,Otho,IA
1,10.225234034,CLARKE COUNTY HOSPITAL,800 S FILLMORE ST,OSCEOLA,IA,50213,41.03292,-93.76557,50174,41.03723,-93.96167,Murray,IA
1,13.581998910,CASS COUNTY MEMORIAL HOSPITAL,1501 EAST TENTH STREET,ATLANTIC,IA,50022,41.41737,-95.00352,50843,41.24057,-94.88913,Cumberland,IA
1,0,CLARINDA REGIONAL HEALTH CENTER,220 ESSIE DAVISON DRIVE,CLARINDA,IA,51632,40.7478,-95.04939,51632,40.7478,-95.04939,Clarinda,IA
1,11.439738060,MYRTUE MEDICAL CENTER,1213 GARFIELD AVENUE,HARLAN,IA,51537,41.64646,-95.29531,51531,41.58751,-95.08837,Elk Horn,IA
1,10.190772636,MERCYONE SIOUXLAND MEDICAL CENTER,801 5TH ST,SIOUX CITY,IA,51101,42.49413,-96.39361,51030,42.49791,-96.19365,Lawton,IA
1,10.586278454,BOONE COUNTY HOSPITAL,1015 UNION STREET,BOONE,IA,50036,42.0892,-93.85378,50223,42.17117,-94.02831,Pilot Mound,IA
1,7.479115583,MONTGOMERY COUNTY MEMORIAL HOSPITAL,2301 EASTERN AVENUE,RED OAK,IA,51566,41.0151,-95.22994,51573,40.97949,-95.09451,Stanton,IA
1,11.604951982,AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC AVENUE,AUDUBON,IA,50025,41.75628,-94.92034,50076,41.595,-94.8576,Exira,IA
1,8.013064116,ST LUKES HOSPITAL,1026 A AVE NE,CEDAR RAPIDS,IA,52402,42.02272,-91.66001,52324,42.06421,-91.80583,Palo,IA
1,13.495936082,BURGESS HEALTH CENTER,1600 DIAMOND STREET,ONAWA,IA,51040,42.03073,-96.0706,51545,41.83897,-96.02072,Little Sioux,IA
1,11.206598992,HUMBOLDT COUNTY MEMORIAL HOSPITAL,1000 NORTH 15TH STREET,HUMBOLDT,IA,50548,42.71275,-94.22645,50541,42.71569,-94.44715,Gilmore City,IA
1,12.960444485,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,OTTUMWA,IA,52501,41.03828,-92.43252,52554,40.92562,-92.23387,Eldon,IA
1,8.378468462,REGIONAL MEDICAL CENTER,709 W MAIN STREET,MANCHESTER,IA,52057,42.4916,-91.45333,52038,42.58586,-91.55685,Dundee,IA
1,8.734055120,GRUNDY COUNTY MEMORIAL HOSPITAL,201 EAST J AVENUE,GRUNDY CENTER,IA,50638,42.35654,-92.79495,50609,42.23066,-92.81046,Beaman,IA
1,10.203493215,JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205,42.11754,-91.28806,52212,42.10954,-91.08929,Center Junction,IA
1,0,IOWA SPECIALTY HOSPITAL - CLARION,1316 SOUTH MAIN STREET,CLARION,IA,50525,42.73875,-93.74907,50525,42.73875,-93.74907,Clarion,IA
1,7.588684412,HUMBOLDT COUNTY MEMORIAL HOSPITAL,1000 NORTH 15TH STREET,HUMBOLDT,IA,50548,42.71275,-94.22645,50516,42.62566,-94.13545,Badger,IA
1,12.510844687,GREENE COUNTY MEDICAL CENTER,1000 WEST LINCOLN WAY,JEFFERSON,IA,50129,42.01335,-94.3764,50050,42.16459,-94.51054,Churdan,IA
1,9.503343660,SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST,SPENCER,IA,51301,43.15314,-95.14973,51343,43.01804,-95.11445,Greenville,IA
1,15.152050149,LUCAS COUNTY HEALTH CENTER,1200 NORTH 7TH STREET,CHARITON,IA,50049,41.03741,-93.29566,50145,41.20387,-93.48515,Liberty Center,IA
1,8.217570959,GREENE COUNTY MEDICAL CENTER,1000 WEST LINCOLN WAY,JEFFERSON,IA,50129,42.01335,-94.3764,50107,42.03547,-94.2191,Grand Junction,IA
1,8.292482800,FRANKLIN GENERAL HOSPITAL,1720 CENTRAL AVENUE EAST,HAMPTON,IA,50441,42.73938,-93.22146,50452,42.77969,-93.37542,Latimer,IA
1,10.159269633,IOWA SPECIALTY HOSPITAL - CLARION,1316 SOUTH MAIN STREET,CLARION,IA,50525,42.73875,-93.74907,50533,42.65251,-93.91109,Eagle Grove,IA
1,11.286916743,COMPASS MEMORIAL HEALTHCARE,300 W MAY ST,MARENGO,IA,52301,41.78658,-92.09013,52347,41.71345,-92.28591,Victor,IA
1,8.123099084,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,51401,42.06516,-94.87068,51430,42.0869,-95.02633,Arcadia,IA
1,12.175478900,STEWART MEMORIAL COMMUNITY HOSPITAL,1301 WEST MAIN STREET,LAKE CITY,IA,51449,42.26614,-94.73475,50561,42.42122,-94.84794,Lytton,IA
1,11.640462729,WAVERLY HEALTH CENTER,312  9TH STREET SW,WAVERLY,IA,50677,42.76363,-92.43775,50619,42.79725,-92.66266,Clarksville,IA
1,0,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,112 JEFFERSON STREET,WEST UNION,IA,52175,42.99372,-91.82389,52175,42.99372,-91.82389,West Union,IA
1,0,COMPASS MEMORIAL HEALTHCARE,300 W MAY ST,MARENGO,IA,52301,41.78658,-92.09013,52301,41.78658,-92.09013,Marengo,IA
1,12.944331528,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,41.43798,-91.05802,52759,41.46043,-90.80989,Montpelier,IA
1,7.535455375,FRANKLIN GENERAL HOSPITAL,1720 CENTRAL AVENUE EAST,HAMPTON,IA,50441,42.73938,-93.22146,50431,42.73648,-93.36989,Coulter,IA
1,10.498130940,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,112 JEFFERSON STREET,WEST UNION,IA,52175,42.99372,-91.82389,52141,42.93924,-91.63007,Elgin,IA
1,16.697455288,FRANKLIN GENERAL HOSPITAL,1720 CENTRAL AVENUE EAST,HAMPTON,IA,50441,42.73938,-93.22146,50649,42.66249,-92.90973,Kesley,IA
1,0,LUCAS COUNTY HEALTH CENTER,1200 NORTH 7TH STREET,CHARITON,IA,50049,41.03741,-93.29566,50049,41.03741,-93.29566,Chariton,IA
1,6.090874528,ALLEN HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,50703,42.54817,-92.28195,50626,42.58028,-92.17049,Dunkerton,IA
1,15.070993617,SOUTHEAST IOWA REGIONAL MEDICAL CENTER,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA,52655,40.84768,-91.21174,52656,40.73844,-91.4611,West Point,IA
1,10.269527794,HUMBOLDT COUNTY MEMORIAL HOSPITAL,1000 NORTH 15TH STREET,HUMBOLDT,IA,50548,42.71275,-94.22645,50524,42.59992,-94.35799,Clare,IA
1,15.282627530,STEWART MEMORIAL COMMUNITY HOSPITAL,1301 WEST MAIN STREET,LAKE CITY,IA,51449,42.26614,-94.73475,51450,42.31205,-95.02722,Lake View,IA
1,12.370099579,CHEROKEE REGIONAL MEDICAL CENTER,300 SIOUX VALLEY DRIVE,CHEROKEE,IA,51012,42.74474,-95.56171,51035,42.78086,-95.80054,Marcus,IA
1,0,OSCEOLA COMMUNITY HOSPITAL,600 9TH AVENUE NORTH,SIBLEY,IA,51249,43.41068,-95.73203,51249,43.41068,-95.73203,Sibley,IA
1,11.834121521,FLOYD VALLEY HEALTHCARE,714 LINCOLN ST NE,LE MARS,IA,51031,42.80282,-96.18092,51050,42.79545,-95.94772,Remsen,IA
1,14.307661739,JACKSON COUNTY REGIONAL HEALTH CENTER,700 W GROVE ST,MAQUOKETA,IA,52060,42.10217,-90.67961,52054,42.30569,-90.62811,La Motte,IA
1,21.967534470,JACKSON COUNTY REGIONAL HEALTH CENTER,700 W GROVE ST,MAQUOKETA,IA,52060,42.10217,-90.67961,52255,41.86294,-90.96129,Lowden,IA
1,7.249544031,MERCYONE DYERSVILLE MEDICAL CENTER,1111 3RD STREET SW,DYERSVILLE,IA,52040,42.51114,-91.13884,52056,42.60401,-91.07257,Luxemburg,IA
1,9.396315791,CHI HEALTH MISSOURI VALLEY,631 N 8TH ST,MISSOURI VALLEY,IA,51555,41.55937,-95.91398,51550,41.69203,-95.87399,Magnolia,IA
1,17.511210304,MERCYONE SIOUXLAND MEDICAL CENTER,801 5TH ST,SIOUX CITY,IA,51101,42.49413,-96.39361,51039,42.45655,-96.05381,Moville,IA
1,8.230705954,TRINITY - BETTENDORF,4500 UTICA RIDGE ROAD,BETTENDORF,IA,52722,41.56633,-90.4673,52748,41.66471,-90.55713,Eldridge,IA
1,11.571355773,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,41.43798,-91.05802,52754,41.34254,-91.24144,Letts,IA
1,8.385933270,POCAHONTAS COMMUNITY HOSPITAL,606 N W 7TH STREET,POCAHONTAS,IA,50574,42.71891,-94.69967,50571,42.63485,-94.5806,Palmer,IA
1,9.410132236,DAVIS COUNTY HOSPITAL,509 NORTH MADISON STREET,BLOOMFIELD,IA,52537,40.7355,-92.41426,52552,40.83552,-92.53633,Drakesville,IA
1,15.847428207,BURGESS HEALTH CENTER,1600 DIAMOND STREET,ONAWA,IA,51040,42.03073,-96.0706,51055,42.21162,-96.26069,Sloan,IA
1,8.293479697,VAN DIEST MEDICAL CENTER,2350 HOSPITAL DRIVE,WEBSTER CITY,IA,50595,42.46097,-93.82154,50599,42.58089,-93.81471,Woolstock,IA
1,8.369194032,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,112 JEFFERSON STREET,WEST UNION,IA,52175,42.99372,-91.82389,52135,43.01945,-91.66204,Clermont,IA
1,11.569432127,MYRTUE MEDICAL CENTER,1213 GARFIELD AVENUE,HARLAN,IA,51537,41.64646,-95.29531,51530,41.78247,-95.42613,Earling,IA
1,11.858906301,HORN MEMORIAL HOSPITAL,701 E 2ND ST,IDA GROVE,IA,51445,42.32719,-95.46724,51458,42.32141,-95.23524,Odebolt,IA
1,0,PELLA REGIONAL HEALTH CENTER,404 JEFFERSON STREET,PELLA,IA,50219,41.42243,-92.90132,50219,41.42243,-92.90132,Pella,IA
1,4.414617639,FLOYD VALLEY HEALTHCARE,714 LINCOLN ST NE,LE MARS,IA,51031,42.80282,-96.18092,51008,42.81127,-96.26724,Brunsville,IA
1,0,AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC AVENUE,AUDUBON,IA,50025,41.75628,-94.92034,50025,41.75628,-94.92034,Audubon,IA
1,10.371441450,GEORGE C GRAPE COMMUNITY HOSPITAL,2959 US HIGHWAY 275,HAMBURG,IA,51640,40.62262,-95.6634,51652,40.77032,-95.62815,Sidney,IA
1,6.259865256,ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT,GREENFIELD,IA,50849,41.30004,-94.40176,50858,41.20961,-94.40902,Orient,IA
1,13.381003455,MADISON COUNTY HEALTH CARE SYSTEM,300 WEST HUTCHINGS STREET,WINTERSET,IA,50273,41.32838,-94.05606,50069,41.52104,-94.02993,De Soto,IA
1,13.476177066,HANSEN FAMILY HOSPITAL,920 SOUTH OAK STREET,IOWA FALLS,IA,50126,42.50875,-93.24815,50627,42.34982,-93.095,Eldora,IA
1,6.558408091,GUTTENBERG MUNICIPAL HOSPITAL,200 MAIN STREET,GUTTENBERG,IA,52052,42.7411,-91.12083,52035,42.65996,-91.18784,Colesburg,IA
1,8.457427259,JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205,42.11754,-91.28806,52310,42.21983,-91.19737,Monticello,IA
1,12.934262295,COMPASS MEMORIAL HEALTHCARE,300 W MAY ST,MARENGO,IA,52301,41.78658,-92.09013,52232,41.80128,-92.34043,Hartwick,IA
1,10.360654525,DAVIS COUNTY HOSPITAL,509 NORTH MADISON STREET,BLOOMFIELD,IA,52537,40.7355,-92.41426,52584,40.65273,-92.24936,Pulaski,IA
1,13.581328923,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,41.66195,-91.54317,52247,41.51503,-91.71774,Kalona,IA
1,8.159734347,"SARTORI MEMORIAL HOSPITAL, INC",515 COLLEGE STREET,CEDAR FALLS,IA,50613,42.53358,-92.49069,50660,42.58099,-92.63752,New Hartford,IA
1,8.884393941,MAHASKA  HEALTH PARTNERSHIP,1229 C AVENUE EAST,OSKALOOSA,IA,52577,41.27174,-92.6602,52543,41.20065,-92.51773,Cedar,IA
1,0,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,42.49244,-94.18967,50501,42.49244,-94.18967,Fort Dodge,IA
1,14.615611140,MERCYONE ELKADER MEDICAL CENTER,901 DAVIDSON STREET NW,ELKADER,IA,52043,42.84403,-91.42201,52156,43.05316,-91.46534,Luana,IA
1,15.516616896,GENESIS MEDICAL CENTER-DAVENPORT,1227 EAST RUSHOLME STREET,DAVENPORT,IA,52803,41.53871,-90.55623,52769,41.60836,-90.8416,Stockton,IA
1,10.590043328,GUTHRIE COUNTY HOSPITAL,710 NORTH 12TH STREET,GUTHRIE CENTER,IA,50115,41.68765,-94.55501,50216,41.69798,-94.35023,Panora,IA
1,14.775428193,KOSSUTH REGIONAL HEALTH CENTER,1515 SOUTH PHILLIPS STREET,ALGONA,IA,50511,43.07483,-94.21894,50480,43.25097,-94.05272,Titonka,IA
1,16.020586930,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST,CRESCO,IA,52136,43.37139,-92.11289,52134,43.47156,-92.40078,Chester,IA
1,12.225230938,JEFFERSON COUNTY HEALTH CENTER,2000 S MAIN,FAIRFIELD,IA,52556,41.01842,-91.9264,52585,41.18902,-91.98863,Richland,IA
1,7.825533116,RINGGOLD COUNTY HOSPITAL,504 NORTH CLEVELAND STREET,MOUNT AYR,IA,50854,40.69089,-94.21977,50835,40.70769,-94.3675,Benton,IA
1,7.065467575,MERCY MEDICAL CENTER - CEDAR RAPIDS,701 10TH STREET SE,CEDAR RAPIDS,IA,52403,41.96813,-91.57964,52314,41.93439,-91.44985,Mount Vernon,IA
1,11.390116084,WAYNE COUNTY HOSPITAL,417 SOUTH EAST STREET,CORYDON,IA,50060,40.75508,-93.31922,50123,40.83938,-93.50634,Humeston,IA
1,14.907478710,CHI HEALTH - MERCY CORNING,603 ROSARY DRIVE,CORNING,IA,50841,41.01147,-94.76342,50862,40.81304,-94.65136,Sharpsburg,IA
1,6.062768491,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,OTTUMWA,IA,52501,41.03828,-92.43252,52548,41.0855,-92.5306,Chillicothe,IA
1,9.204202650,MERCYONE ELKADER MEDICAL CENTER,901 DAVIDSON STREET NW,ELKADER,IA,52043,42.84403,-91.42201,52047,42.96401,-91.34301,Farmersburg,IA
1,10.899063560,JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205,42.11754,-91.28806,52320,41.99997,-91.14643,Olin,IA
1,5.875919567,REGIONAL MEDICAL CENTER,709 W MAIN STREET,MANCHESTER,IA,52057,42.4916,-91.45333,52036,42.47285,-91.34086,Delaware,IA
1,11.949516244,GRUNDY COUNTY MEMORIAL HOSPITAL,201 EAST J AVENUE,GRUNDY CENTER,IA,50638,42.35654,-92.79495,50635,42.19886,-92.69896,Gladbrook,IA
1,9.912321512,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,42.49244,-94.18967,50518,42.51212,-94.38241,Barnum,IA
1,11.073024389,METHODIST JENNIE EDMUNDSON,933 EAST PIERCE STREET,COUNCIL BLUFFS,IA,51503,41.2304,-95.77795,51526,41.37186,-95.87818,Crescent,IA
1,11.073024389,CHI HEALTH MERCY COUNCIL BLUFFS,800 MERCY DRIVE,COUNCIL BLUFFS,IA,51503,41.2304,-95.77795,51526,41.37186,-95.87818,Crescent,IA
1,11.679422153,MERCYONE CENTERVILLE MEDICAL CENTER,ONE ST JOSEPH'S DRIVE,CENTERVILLE,IA,52544,40.71774,-92.90831,52572,40.67795,-92.69163,Moulton,IA
1,11.778370775,CLARKE COUNTY HOSPITAL,800 S FILLMORE ST,OSCEOLA,IA,50213,41.03292,-93.76557,50257,41.19092,-93.85048,Truro,IA
1,9.878432298,MITCHELL COUNTY REGIONAL HEALTH,616 NORTH EIGHTH STREET,OSAGE,IA,50461,43.29995,-92.81412,50471,43.16486,-92.87834,Rudd,IA
1,12.610865583,AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC AVENUE,AUDUBON,IA,50025,41.75628,-94.92034,51455,41.90829,-95.0559,Manning,IA
1,15.559014566,RINGGOLD COUNTY HOSPITAL,504 NORTH CLEVELAND STREET,MOUNT AYR,IA,50854,40.69089,-94.21977,50840,40.79378,-94.48413,Clearfield,IA
1,7.831181414,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010,42.03316,-93.58761,50134,41.93992,-93.67429,Kelley,IA
1,0,DAVIS COUNTY HOSPITAL,509 NORTH MADISON STREET,BLOOMFIELD,IA,52537,40.7355,-92.41426,52537,40.7355,-92.41426,Bloomfield,IA
1,14.057743374,JACKSON COUNTY REGIONAL HEALTH CENTER,700 W GROVE ST,MAQUOKETA,IA,52060,42.10217,-90.67961,52031,42.24874,-90.48922,Bellevue,IA
1,11.330231522,LUCAS COUNTY HEALTH CENTER,1200 NORTH 7TH STREET,CHARITON,IA,50049,41.03741,-93.29566,50139,41.19237,-93.36683,Lacona,IA
1,0,VIRGINIA GAY HOSPITAL,502 NORTH 9TH AVENUE,VINTON,IA,52349,42.17246,-92.00566,52349,42.17246,-92.00566,Vinton,IA
1,6.497076172,SHENANDOAH MEDICAL CENTER,300 PERSHING AVENUE,SHENANDOAH,IA,51601,40.72938,-95.35037,51639,40.71859,-95.47362,Farragut,IA
1,12.567025419,MERCYONE CLINTON MEDICAL CENTER,1410 NORTH 4TH STREET,CLINTON,IA,52732,41.90126,-90.25083,52070,42.08146,-90.21771,Sabula,IA
1,12.510919226,DECATUR COUNTY HOSPITAL,1405 NW CHURCH STREET,LEON,IA,50144,40.73327,-93.73615,50147,40.62381,-93.54597,Lineville,IA
1,13.072037077,CASS COUNTY MEMORIAL HOSPITAL,1501 EAST TENTH STREET,ATLANTIC,IA,50022,41.41737,-95.00352,50020,41.43364,-94.75215,Anita,IA
1,0,SHENANDOAH MEDICAL CENTER,300 PERSHING AVENUE,SHENANDOAH,IA,51601,40.72938,-95.35037,51601,40.72938,-95.35037,Shenandoah,IA
1,18.096459163,GEORGE C GRAPE COMMUNITY HOSPITAL,2959 US HIGHWAY 275,HAMBURG,IA,51640,40.62262,-95.6634,51653,40.88444,-95.67179,Tabor,IA
1,9.854364690,GRUNDY COUNTY MEMORIAL HOSPITAL,201 EAST J AVENUE,GRUNDY CENTER,IA,50638,42.35654,-92.79495,50621,42.24738,-92.91904,Conrad,IA
1,9.053446759,PALO ALTO COUNTY HOSPITAL,3201 1ST STREET,EMMETSBURG,IA,50536,43.11605,-94.69716,51342,43.24359,-94.73832,Graettinger,IA
1,13.831522301,MERCYONE DES MOINES MEDICAL CENTER,1111 6TH AVE,DES MOINES,IA,50314,41.6049,-93.63102,50226,41.79716,-93.70566,Polk City,IA
1,13.831522301,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA,50314,41.6049,-93.63102,50226,41.79716,-93.70566,Polk City,IA
1,10.247131321,CLARINDA REGIONAL HEALTH CENTER,220 ESSIE DAVISON DRIVE,CLARINDA,IA,51632,40.7478,-95.04939,51631,40.60267,-95.00918,Braddyville,IA
1,15.102340682,SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST,SPENCER,IA,51301,43.15314,-95.14973,51366,42.96008,-95.0095,Webb,IA
1,6.965738463,LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71,SPIRIT LAKE,IA,51360,43.43626,-95.08556,51363,43.43363,-94.94678,Superior,IA
1,11.651466109,FRANKLIN GENERAL HOSPITAL,1720 CENTRAL AVENUE EAST,HAMPTON,IA,50441,42.73938,-93.22146,50605,42.83559,-93.03276,Aredale,IA
1,13.409684850,VAN DIEST MEDICAL CENTER,2350 HOSPITAL DRIVE,WEBSTER CITY,IA,50595,42.46097,-93.82154,50130,42.30074,-93.67331,Jewell,IA
1,11.795077021,KEOKUK COUNTY HEALTH CENTER,23019 HIGHWAY 149,SIGOURNEY,IA,52591,41.31988,-92.19465,50255,41.45593,-92.33207,Thornburg,IA
1,12.985437355,JACKSON COUNTY REGIONAL HEALTH CENTER,700 W GROVE ST,MAQUOKETA,IA,52060,42.10217,-90.67961,52079,42.28781,-90.71908,Zwingle,IA
1,8.982614717,GENESIS MEDICAL CENTER-DEWITT,1118 11TH STREET,DEWITT,IA,52742,41.83616,-90.51076,52751,41.8519,-90.68398,Grand Mound,IA
1,7.185742262,CHEROKEE REGIONAL MEDICAL CENTER,300 SIOUX VALLEY DRIVE,CHEROKEE,IA,51012,42.74474,-95.56171,51005,42.72044,-95.42405,Aurelia,IA
1,12.586904094,GREATER REGIONAL MEDICAL CENTER,1700 WEST TOWNLINE STREET,CRESTON,IA,50801,41.07959,-94.39224,50831,40.94938,-94.22341,Arispe,IA
1,12.643200006,HORN MEMORIAL HOSPITAL,701 E 2ND ST,IDA GROVE,IA,51445,42.32719,-95.46724,51025,42.4973,-95.55853,Holstein,IA
1,3.827322576,SOUTHEAST IOWA REGIONAL MEDICAL CENTER,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA,52655,40.84768,-91.21174,52638,40.79864,-91.24577,Middletown,IA
1,11.701886916,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,GRINNELL,IA,50112,41.7319,-92.71591,50242,41.56332,-92.69428,Searsboro,IA
1,9.524732458,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,1200 PLEASANT STREET,DES MOINES,IA,50309,41.58448,-93.62152,50211,41.45614,-93.6887,Norwalk,IA
1,11.580523959,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,112 JEFFERSON STREET,WEST UNION,IA,52175,42.99372,-91.82389,52142,42.82752,-91.79441,Fayette,IA
1,11.293950580,PALO ALTO COUNTY HOSPITAL,3201 1ST STREET,EMMETSBURG,IA,50536,43.11605,-94.69716,50515,43.01993,-94.87812,Ayrshire,IA
1,11.330793213,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,OTTUMWA,IA,52501,41.03828,-92.43252,52536,40.95291,-92.61802,Blakesburg,IA
1,10.948834102,MERCYONE WATERLOO MEDICAL CENTER,3421 WEST NINTH STREET,WATERLOO,IA,50702,42.45745,-92.31283,50651,42.32271,-92.19993,La Porte City,IA
1,13.958052913,CHEROKEE REGIONAL MEDICAL CENTER,300 SIOUX VALLEY DRIVE,CHEROKEE,IA,51012,42.74474,-95.56171,51061,42.57983,-95.72036,Washta,IA
1,5.379018301,ORANGE CITY AREA HEALTH SYSTEM,1000 LINCOLN CIRCLE SE,ORANGE CITY,IA,51041,43.02443,-96.07701,51003,42.98355,-95.98642,Alton,IA
1,8.531899593,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,51401,42.06516,-94.87068,51443,42.07748,-94.70517,Glidden,IA
1,11.026858259,MERCYONE ELKADER MEDICAL CENTER,901 DAVIDSON STREET NW,ELKADER,IA,52043,42.84403,-91.42201,52076,42.69805,-91.50984,Strawberry Point,IA
1,12.328065379,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,41.43798,-91.05802,52778,41.61115,-91.00066,Wilton,IA
1,19.197732374,MERCYONE SIOUXLAND MEDICAL CENTER,801 5TH ST,SIOUX CITY,IA,51101,42.49413,-96.39361,51015,42.33936,-96.08107,Climbing Hill,IA
1,11.933631112,VIRGINIA GAY HOSPITAL,502 NORTH 9TH AVENUE,VINTON,IA,52349,42.17246,-92.00566,52315,42.00181,-91.96985,Newhall,IA
1,9.491020880,GUTHRIE COUNTY HOSPITAL,710 NORTH 12TH STREET,GUTHRIE CENTER,IA,50115,41.68765,-94.55501,50029,41.82497,-94.55075,Bayard,IA
1,12.855122076,MERCY MEDICAL CENTER-NEW HAMPTON,308 NORTH MAPLE AVENUE,NEW HAMPTON,IA,50659,43.08749,-92.3221,50628,43.26655,-92.39134,Elma,IA
1,6.262782291,MERCYONE OELWEIN MEDICAL CENTER,201 EIGHTH AVENUE SE,OELWEIN,IA,50662,42.68748,-91.93396,50641,42.59746,-91.91961,Hazleton,IA
1,17.271779522,HANSEN FAMILY HOSPITAL,920 SOUTH OAK STREET,IOWA FALLS,IA,50126,42.50875,-93.24815,50230,42.30655,-93.44718,Radcliffe,IA
1,11.094915318,LUCAS COUNTY HEALTH CENTER,1200 NORTH 7TH STREET,CHARITON,IA,50049,41.03741,-93.29566,50068,40.94229,-93.46704,Derby,IA
1,15.904135299,VAN DIEST MEDICAL CENTER,2350 HOSPITAL DRIVE,WEBSTER CITY,IA,50595,42.46097,-93.82154,50075,42.33516,-93.56054,Ellsworth,IA
1,13.189530239,MERCYONE NEWTON MEDICAL CENTER,204 N 4TH AVE E,NEWTON,IA,50208,41.71129,-93.03924,50170,41.52911,-93.11546,Monroe,IA
1,21.394276803,HANCOCK COUNTY HEALTH SYSTEM,532 1ST ST NW,BRITT,IA,50423,43.11054,-93.81244,50424,43.40366,-93.94939,Buffalo Center,IA
1,13.699677395,UNIVERSITY OF IOWA HEALTH CARE MEDICAL CENTER DOWN,500 E MARKET STREET,IOWA CITY,IA,52245,41.67071,-91.50666,52755,41.48015,-91.43349,Lone Tree,IA
1,18.238174446,MERCYONE ELKADER MEDICAL CENTER,901 DAVIDSON STREET NW,ELKADER,IA,52043,42.84403,-91.42201,52158,43.04388,-91.18647,Marquette,IA
1,14.712001571,MADISON COUNTY HEALTH CARE SYSTEM,300 WEST HUTCHINGS STREET,WINTERSET,IA,50273,41.32838,-94.05606,50229,41.37416,-93.77906,Prole,IA
1,11.044575271,BUCHANAN COUNTY HEALTH CENTER,1600 FIRST ST EAST,INDEPENDENCE,IA,50644,42.47751,-91.89721,52210,42.33905,-92.00537,Brandon,IA
1,9.584809642,DECATUR COUNTY HOSPITAL,1405 NW CHURCH STREET,LEON,IA,50144,40.73327,-93.73615,50262,40.85625,-93.82091,Van Wert,IA
1,9.057438217,WASHINGTON COUNTY HOSPITAL AND CLINICS,400 EAST POLK STREET,WASHINGTON,IA,52353,41.29923,-91.71596,52201,41.33218,-91.54704,Ainsworth,IA
1,11.528206967,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,41.66195,-91.54317,52322,41.69221,-91.76284,Oxford,IA
1,7.857075715,HANSEN FAMILY HOSPITAL,920 SOUTH OAK STREET,IOWA FALLS,IA,50126,42.50875,-93.24815,50006,42.51354,-93.40227,Alden,IA
1,10.892616827,POCAHONTAS COMMUNITY HOSPITAL,606 N W 7TH STREET,POCAHONTAS,IA,50574,42.71891,-94.69967,50540,42.60019,-94.8407,Fonda,IA
